longitude,latitude,id,min_lon,min_lat,max_lon,max_lat
-132.99007722105,65.5939579744459,ace0a19e,-133.06194211504928,65.52209308044662,-132.91821232705072,65.66582286844518
-133.241763798053,67.2572129515825,b4596db2,-133.31362869205228,67.18534805758323,-133.16989890405372,67.32907784558178
-133.605803117547,67.4405414012198,e4bdcc2a,-133.67766801154627,67.36867650722053,-133.53393822354772,67.51240629521908
-130.975231594739,65.629540848083,aa303bf1,-131.04709648873828,65.55767595408372,-130.90336670073972,65.70140574208227
-134.547455078113,67.1560927304238,7fd802b2,-134.61931997211227,67.08422783642452,-134.4755901841137,67.22795762442307
-133.143199599254,68.7338521290435,c1b622ef,-133.21506449325327,68.66198723504422,-133.0713347052547,68.80571702304277
-131.00683610456,68.4483409719668,874a211b,-131.07870099855927,68.37647607796752,-130.93497121056072,68.52020586596608
-132.281286501462,67.5340498612351,8a014984,-132.35315139546128,67.46218496723583,-132.20942160746273,67.60591475523438
-133.462933759695,66.6096969491647,fadf7a55,-133.53479865369428,66.53783205516542,-133.39106886569573,66.68156184316398
-131.575802792051,67.1608925298669,55f00f1b,-131.64766768605028,67.08902763586762,-131.50393789805173,67.23275742386618
-132.64925781283,66.5648022590587,29fbd766,-132.72112270682928,66.49293736505942,-132.57739291883072,66.63666715305797
-134.428711623898,68.957071051503,6736b5ca,-134.5005765178973,68.88520615750372,-134.35684672989873,69.02893594550227
-133.494810806292,67.7641961749669,9049e549,-133.56667570029128,67.69233128096762,-133.42294591229273,67.83606106896617
-131.598306451502,69.1448152300354,6a645ff9,-131.67017134550127,69.07295033603613,-131.52644155750272,69.21668012403468
-134.180664804638,66.9748035139435,8e63130c,-134.2525296986373,66.90293861994422,-134.10879991063874,67.04666840794278
-133.673050125436,65.9615225653036,0cf8e5ab,-133.74491501943527,65.88965767130432,-133.60118523143672,66.03338745930287
-131.43919718054,67.4831262327154,0fb6c4cf,-131.51106207453927,67.41126133871613,-131.36733228654072,67.55499112671468
-131.882811896707,68.5013005448655,4b2d23e8,-131.9546767907063,68.42943565086622,-131.81094700270774,68.57316543886478
-131.297187960772,69.7871191187089,149fc260,-131.36905285477127,69.71525422470962,-131.22532306677272,69.85898401270818
-131.430095644765,65.4954896686621,8d6ba79e,-131.50196053876428,65.42362477466283,-131.35823075076573,65.56735456266138
-131.965038940461,66.1929246871851,2431da79,-132.03690383446028,66.12105979318582,-131.89317404646172,66.26478958118437
-132.181628682727,66.7023164286067,592e293b,-132.25349357672627,66.63045153460742,-132.10976378872772,66.77418132260597
-130.91402346617,69.5994782608725,a6c7d474,-130.98588836016927,69.52761336687323,-130.84215857217072,69.67134315487178
-131.167484792373,66.140444267895,27000ea5,-131.23934968637226,66.06857937389573,-131.0956198983737,66.21230916189428
-132.529772545743,66.8880814550337,8021abf9,-132.60163743974226,66.81621656103442,-132.4579076517437,66.95994634903298
-132.387995593225,68.3648974956757,1f894125,-132.4598604872243,68.29303260167643,-132.31613069922574,68.43676238967498
-133.019346609492,69.0565842511404,28e53ad8,-133.09121150349128,68.98471935714113,-132.94748171549273,69.12844914513968
-134.997473260901,65.53205788888,17cf9086,-135.06933815490027,65.46019299488073,-134.9256083669017,65.60392278287928
-130.947133718634,67.6169202104553,7426f094,-131.01899861263328,67.54505531645603,-130.87526882463473,67.68878510445458
-134.079354283683,67.2990014344432,259b3e8f,-134.15121917768226,67.22713654044392,-134.0074893896837,67.37086632844247
-132.676752105905,60.7840376504413,caa2ff24,-132.74861699990427,60.712172756442015,-132.60488721190572,60.85590254444058
-134.739588003208,63.545467363198,fbf5e5a3,-134.8114528972073,63.47360246919872,-134.66772310920874,63.61733225719728
-133.660282826459,62.1682075524042,8a103e2d,-133.73214772045827,62.096342658404915,-133.58841793245972,62.24007244640348
-132.961259831694,60.9688257186752,e7f0a768,-133.03312472569328,60.896960824675915,-132.88939493769473,61.04069061267448
-135.395241250774,63.905452828532,b3038eb2,-135.46710614477328,63.833587934532716,-135.32337635677473,63.97731772253128
-131.588784436375,62.0268140115361,66c4981a,-131.66064933037427,61.95494911753682,-131.51691954237572,62.09867890553539
-132.455201307107,63.7433482027476,6b78321b,-132.52706620110627,63.671483308748314,-132.3833364131077,63.81521309674688
-133.60139189024,63.6489661944476,8d7226a0,-133.67325678423927,63.57710130044832,-133.52952699624072,63.720831088446886
-135.469313771801,63.5799579438641,4cc8fc35,-135.5411786658003,63.50809304986482,-135.39744887780174,63.651822837863385
-131.020344362756,61.6504855446932,26c42712,-131.09220925675527,61.578620650693914,-130.94847946875672,61.72235043869248
-133.186936883049,63.7894931824413,06a3de88,-133.25880177704826,63.717628288442015,-133.1150719890497,63.86135807644058
-132.468690252844,62.5868183406985,cad32880,-132.54055514684327,62.51495344669922,-132.39682535884472,62.65868323469778
-134.27194654877,62.5330591260199,15ba22ce,-134.34381144276927,62.46119423202062,-134.2000816547707,62.60492402001918
-133.053652660352,60.6452325416341,6db1c6f2,-133.12551755435126,60.57336764763482,-132.9817877663527,60.717097435633384
-132.571506133305,62.2632550699552,677a5d1a,-132.64337102730428,62.19139017595592,-132.49964123930573,62.33511996395448
-131.302785534238,61.8389399785259,a30e99f6,-131.3746504282373,61.76707508452662,-131.23092064023874,61.91080487252518
-132.492710118625,60.2755898796987,80ba7f4e,-132.5645750126243,60.20372498569942,-132.42084522462574,60.34745477369798
-134.011729692706,63.5072517023293,a3737823,-134.0835945867053,63.435386808330016,-133.93986479870674,63.57911659632858
-132.277074905813,62.0774542160854,284bce93,-132.34893979981229,62.00558932208612,-132.20521001181373,62.14931911008468
-131.912833539843,61.0583759003057,f9dc07f7,-131.98469843384228,60.986511006306415,-131.84096864584373,61.13024079430498
-132.314498742254,59.7671408386731,2cf734ef,-132.38636363625326,59.69527594467382,-132.2426338482547,59.83900573267238
-131.84323513225,60.2262105691814,ceeba576,-131.91510002624926,60.154345675182114,-131.7713702382507,60.29807546318068
-131.304603230766,57.8685107847911,a806dd7a,-131.37646812476527,57.796645890791815,-131.23273833676672,57.94037567879038
-131.513163362979,59.2076894751012,80bcf2fb,-131.58502825697826,59.135824581101915,-131.4412984689797,59.27955436910048
-131.146488727259,59.3417922286272,e7fd1a41,-131.21835362125827,59.269927334627916,-131.07462383325972,59.41365712262648
-132.21714271631,60.0899131299706,4709241c,-132.28900761030928,60.018048235971314,-132.14527782231073,60.16177802396988
-132.388092320868,54.0240300173655,ae53b7e8,-132.45995721486727,53.952165123366214,-132.31622742686872,54.09589491136478
-132.698720859847,53.8877668640377,6f06bf4c,-132.77058575384626,53.81590197003842,-132.6268559658477,53.959631758036984
-131.931180307596,53.6560951418508,922a859b,-132.00304520159528,53.584230247851515,-131.85931541359673,53.72796003585008
-126.06134038399,67.7227408523448,f891e594,-126.13320527798928,67.65087595834552,-125.98947548999072,67.79460574634408
-128.339384066302,69.9235556651303,a35e01f7,-128.41124896030126,69.85169077113102,-128.2675191723027,69.99542055912957
-127.883693554738,65.376216762731,10ad5dae,-127.95555844873728,65.30435186873173,-127.81182866073873,65.44808165673028
-127.353273680577,66.3326659041637,92ee8fa6,-127.42513857457628,66.26080101016443,-127.28140878657773,66.40453079816298
-129.267529526314,66.664670464512,ad2c8a10,-129.33939442031328,66.59280557051272,-129.19566463231473,66.73653535851128
-125.977335607163,65.8606708618379,57ea83b4,-126.04920050116228,65.78880596783863,-125.90547071316372,65.93253575583718
-129.766253606641,67.368530998282,ccf4d093,-129.83811850064026,67.29666610428272,-129.6943887126417,67.44039589228127
-130.449639837361,67.7492256177276,fb1686cb,-130.52150473136027,67.67736072372833,-130.37777494336171,67.82109051172688
-130.373298457382,66.0839289169382,c84ecab8,-130.44516335138127,66.01206402293893,-130.30143356338272,66.15579381093748
-126.37534611861,67.9206450238042,6e039c62,-126.44721101260927,67.84878012980492,-126.30348122461072,67.99250991780347
-129.946687024562,67.8800181041604,14e0abd8,-130.0185519185613,67.80815321016112,-129.87482213056273,67.95188299815968
-129.267539345419,67.4973398360736,b677049c,-129.3394042394183,67.42547494207433,-129.19567445141973,67.56920473007288
-130.537299361793,69.4109770370193,1b5bb901,-130.60916425579228,69.33911214302002,-130.46543446779373,69.48284193101857
-129.267520335072,65.8313797988925,28e43987,-129.33938522907127,65.75951490489322,-129.19565544107272,65.90324469289178
-129.432483799081,67.1770847736175,6b183bd4,-129.5043486930803,67.10521987961822,-129.36061890508174,67.24894966761677
-129.444430752669,68.8405237658728,a2f89628,-129.51629564666828,68.76865887187353,-129.37256585866973,68.91238865987208
-129.092143379565,68.648791152782,921d03b2,-129.16400827356426,68.57692625878272,-129.0202784855657,68.72065604678127
-130.854682339545,68.7695290224732,5cd989ce,-130.92654723354428,68.69766412847392,-130.78281744554573,68.84139391647247
-128.946782384947,66.47209823573,302382a7,-129.01864727894628,66.40023334173073,-128.87491749094772,66.54396312972928
-129.61644685404,68.5206725095131,a93babcd,-129.68831174803927,68.44880761551383,-129.54458196004072,68.59253740351238
-128.956952769523,65.638701096439,1c70a714,-129.0288176635223,65.56683620243972,-128.88508787552374,65.71056599043827
-126.485776389263,68.4347167433431,45b47ed9,-126.55764128326227,68.36285184934383,-126.41391149526372,68.50658163734238
-126.268054940313,66.0591119776359,88eb9693,-126.33991983431227,65.98724708363662,-126.19619004631372,66.13097687163517
-128.562048650878,68.775291775569,e49b44f0,-128.6339135448773,68.70342688156973,-128.49018375687874,68.84715666956828
-125.887490349797,65.345001376872,e06a5c5a,-125.95935524379628,65.27313648287273,-125.81562545579773,65.41686627087128
-127.773921353546,70.0474224305909,018e81ca,-127.84578624754528,69.97555753659162,-127.70205645954672,70.11928732459018
-127.288789627622,67.1652161061297,f21bf478,-127.36065452162127,67.09335121213043,-127.21692473362272,67.23708100012898
-129.902593569017,66.2147594269925,955ab095,-129.97445846301628,66.14289453299322,-129.83072867501772,66.28662432099178
-128.935922701628,67.3049172797324,a3cb8c7a,-129.00778759562726,67.23305238573312,-128.8640578076287,67.37678217373167
-130.698230995218,69.0904136015079,1a928975,-130.7700958892173,69.01854870750863,-130.62636610121874,69.16227849550718
-126.936814978808,69.1448235551869,8f748287,-127.00867987280728,69.07295866118763,-126.86495008480873,69.21668844918618
-129.593203411255,66.8565584170598,c3956aa0,-129.66506830525427,66.78469352306053,-129.5213385172557,66.92842331105908
-129.749856474558,66.5357777686201,41781d22,-129.82172136855726,66.46391287462082,-129.6779915805587,66.60764266261937
-127.349195140918,68.5104210303287,3f24c514,-127.42106003491728,68.43855613632942,-127.27733024691872,68.58228592432798
-129.604425044054,67.6890461368841,fbdcf1ea,-129.6762899380533,67.61718124288483,-129.53256015005474,67.76091103088338
-126.781673125395,67.2864822251718,80ccb007,-126.85353801939428,67.21461733117252,-126.70980823139573,67.35834711917107
-130.331664557043,68.9013020813982,5723a7f8,-130.4035294510423,68.82943718739892,-130.25979966304374,68.97316697539748
-127.278325344243,69.3406199888439,54ae7cf1,-127.35019023824228,69.26875509484462,-127.20646045024372,69.41248488284317
-127.971647409411,66.7235269031241,e302c870,-128.0435123034103,66.65166200912482,-127.89978251541173,66.79539179712337
-130.752508823127,69.9199223562582,72e8b001,-130.82437371712626,69.84805746225892,-130.6806439291277,69.99178725025747
-128.110021095159,67.2371344970869,4a8409d1,-128.18188598915827,67.16526960308762,-128.03815620115972,67.30899939108618
-126.670231839873,66.7718901781845,3d8a20ea,-126.74209673387227,66.70002528418523,-126.59836694587372,66.84375507218378
-125.946926148047,68.5532471647832,cb266b6e,-126.01879104204627,68.48138227078393,-125.87506125404772,68.62511205878248
-128.911834759396,68.9680452788097,bf6c3f22,-128.98369965339526,68.89618038481042,-128.8399698653967,69.03991017280897
-128.349324663384,65.2514451128185,4d9aab85,-128.4211895573833,65.17958021881923,-128.27745976938473,65.32331000681778
-129.643259635115,70.180525276103,b9debe91,-129.71512452911426,70.10866038210372,-129.5713947411157,70.25239017010227
-127.167542418544,66.650921754806,0d64abe8,-127.23940731254328,66.57905686080673,-127.09567752454473,66.72278664880528
-130.105270621287,67.5592506661269,7c84dfb4,-130.17713551528627,67.48738577212762,-130.03340572728771,67.63111556012618
-130.491903160576,68.5806453737545,e5b38c69,-130.56376805457526,68.50878047975523,-130.4200382665767,68.65251026775378
-126.47246019904,67.0891972368879,1572d847,-126.54432509303928,67.01733234288862,-126.40059530504072,67.16106213088717
-127.019156937875,68.3145024294509,5d6b25eb,-127.09102183187427,68.24263753545162,-126.94729204387572,68.38636732345017
-130.515726616618,65.7622245599242,cda4258f,-130.58759151061727,65.69035966592493,-130.44386172261872,65.83408945392348
-126.897877744713,67.8007034927378,c3fd0d04,-126.96974263871228,67.72883859873852,-126.82601285071372,67.87256838673707
-129.451076346838,69.6706318591879,0b15aca3,-129.52294124083727,69.59876696518863,-129.37921145283872,69.74249675318718
-126.171847191162,65.5436753338719,09a041d1,-126.24371208516128,65.47181043987263,-126.09998229716273,65.61554022787118
-126.813016437942,68.6316141293834,de8d0c19,-126.88488133194127,68.55974923538412,-126.74115154394272,68.70347902338267
-130.051558020178,65.8935196066298,21e82c57,-130.12342291417727,65.82165471263052,-129.97969312617872,65.96538450062907
-127.476794861741,66.846969212663,b30336f2,-127.54865975574027,66.77510431866372,-127.40492996774172,66.91883410666227
-126.5811651946,67.6037483036932,e21b6d46,-126.65303008859928,67.53188340969392,-126.50930030060073,67.67561319769247
-127.684815293834,68.7056424394127,4edeb3cb,-127.75668018783328,68.63377754541342,-127.61295039983473,68.77750733341198
-126.684459597692,61.8937205159942,6b818fbf,-126.75632449169127,61.821855621994914,-126.61259470369272,61.96558540999348
-127.588479900484,65.180772481187,fc7f2c25,-127.66034479448328,65.10890758718773,-127.51661500648473,65.25263737518628
-128.494357386292,60.2498192799318,a859b121,-128.56622228029127,60.177954385932516,-128.42249249229272,60.32168417393108
-129.78499232757,60.3792053929641,b0e94dda,-129.85685722156927,60.30734049896482,-129.71312743357072,60.451070286963386
-129.138351688219,60.3161341396176,dfd62327,-129.21021658221827,60.24426924561832,-129.0664867942197,60.387999033616886
-130.169421377466,60.2489730125469,c967bcbd,-130.24128627146527,60.177108118547615,-130.09755648346672,60.32083790654618
-129.13485809143,61.1490649330324,08de0b63,-129.20672298542928,61.077200039033116,-129.06299319743073,61.22092982703168
-126.754247242623,61.0609833241046,c429e7d2,-126.82611213662227,60.989118430105314,-126.68238234862372,61.13284821810388
-127.297558208372,64.9847447093682,1be3f11b,-127.36942310237127,64.91287981536892,-127.22569331437272,65.05660960336748
-130.344053425244,61.5935167752102,8957138c,-130.41591831924327,61.521651881210914,-130.27218853124472,61.66538166920948
-129.267481979574,61.6619743390665,b532d9e5,-129.33934687357328,61.59010944506721,-129.19561708557472,61.73383923306578
-129.943238585305,61.724387508483,a0c0df59,-130.0151034793043,61.652522614483715,-129.87137369130573,61.79625240248228
-128.071544802543,61.2078056020211,bac5df1b,-128.14340969654228,61.13594070802181,-127.99967990854373,61.27967049602038
-130.434161183701,60.4390128245756,30412c04,-130.50602607770028,60.367147930576316,-130.36229628970173,60.51087771857488
-126.831755337056,65.1062933559067,29fa8892,-126.90362023105527,65.03442846190742,-126.75989044305672,65.17815824990598
-127.956447406071,57.6871527325399,a00f29f9,-128.0283123000703,57.61528783854062,-127.88458251207173,57.75901762653918
-128.37990040012,59.7368152976008,fa52280e,-128.45176529411927,59.664950403601516,-128.30803550612072,59.80868019160008
-130.595884988805,58.1339963655192,74a3284b,-130.6677498828043,58.06213147151992,-130.52402009480573,58.205861259518485
-127.23675107234,55.764620071594,5c9c377f,-127.30861596633927,55.69275517759472,-127.16488617834072,55.836484965593286
-128.133139414184,59.5428005061025,13c62c8f,-128.20500430818328,59.47093561210322,-128.06127452018472,59.614665400101785
-128.402313418035,58.9051965799462,4a1491ce,-128.47417831203427,58.833331685946916,-128.33044852403572,58.97706147394548
-127.670815998601,56.1534430913634,013e6f89,-127.74268089260028,56.08157819736412,-127.59895110460172,56.22530798536268
-130.348247793947,57.9448625460791,ae88ac44,-130.42011268794627,57.87299765207982,-130.27638289994772,58.016727440078384
-129.990754306396,58.0752865116228,4d348a0d,-130.0626192003953,58.003421617623516,-129.91888941239674,58.14715140562208
-129.771654412652,59.5469188095265,f3324846,-129.84351930665127,59.47505391552722,-129.69978951865272,59.618783703525786
-128.703184889364,55.7814817505162,3d962d18,-128.77504978336327,55.70961685651692,-128.63131999536472,55.85334664451548
-128.262532159708,55.3969513822538,b4f87304,-128.33439705370728,55.32508648825452,-128.19066726570873,55.46881627625309
-128.481682561111,55.5893925411458,282cab1f,-128.55354745511028,55.517527647146515,-128.40981766711172,55.66125743514508
-128.819999727296,55.4641226166441,89dfcf33,-128.89186462129527,55.392257722644814,-128.74813483329672,55.53598751064338
-127.889328662701,59.3483499111203,1324fe61,-127.96119355670028,59.27648501712102,-127.81746376870173,59.420214805119585
-129.649397387405,59.8673896029393,f576f222,-129.72126228140428,59.795524708940015,-129.57753249340573,59.93925449693858
-126.578290217187,52.5172547234911,526759ac,-126.65015511118628,52.445389829491816,-126.50642532318773,52.58911961749038
-126.054448386353,55.1008448960581,f71dfa4e,-126.12631328035228,55.028980002058816,-125.98258349235373,55.17270979005738
-130.449943553462,53.9992882685653,311ca8be,-130.52180844746127,53.92742337456602,-130.37807865946272,54.071153162564585
-128.739687973729,53.308423501444,1a750086,-128.81155286772827,53.236558607444714,-128.66782307972971,53.38028839544328
-127.532989357106,54.3087338843887,3d0d120e,-127.60485425110528,54.23686899038942,-127.46112446310673,54.380598778387984
-127.12160919355,53.9210781333201,bb2a447b,-127.19347408754928,53.84921323932082,-127.04974429955072,53.992943027319384
-126.014029347528,50.6119195227933,5ce0914a,-126.08589424152727,50.54005462879402,-125.94216445352872,50.683784416792584
-130.328121221824,53.4941582204007,f1d61168,-130.39998611582328,53.422293326401416,-130.25625632782473,53.56602311439998
-127.245868168752,53.6068529517438,98c6936c,-127.31773306275127,53.53498805774451,-127.17400327475272,53.67871784574308
-127.091444555783,52.5923518074649,749d1145,-127.16330944978228,52.52048691346562,-127.01957966178372,52.664216701464184
-129.597792583,54.8929105800829,e1a637eb,-129.66965747699928,54.821045686083615,-129.52592768900072,54.96477547408218
-128.438204466803,52.6117246976684,b3910a7b,-128.51006936080228,52.53985980366912,-128.36633957280372,52.68358959166768
-129.694590747586,53.7516656533453,67915b1c,-129.76645564158528,53.679800759346016,-129.62272585358673,53.82353054734458
-127.922257171532,52.5432551424453,d507d2bf,-127.99412206553127,52.47139024844601,-127.85039227753272,52.61512003644458
-126.129509459781,52.9470435962667,98f5de23,-126.20137435378028,52.87517870226742,-126.05764456578173,53.018908490265986
-128.123576875838,52.7349844407696,ad73bf4b,-128.1954417698373,52.66311954677032,-128.05171198183874,52.806849334768884
-126.193537925607,53.4551118363999,e001191c,-126.26540281960628,53.38324694240062,-126.12167303160773,53.526976730399184
-128.949196757043,53.4989597815957,a5d66839,-129.0210616510423,53.42709488759642,-128.87733186304374,53.570824675594984
-126.53037170179,54.6689122391935,c1c4e54f,-126.60223659578928,54.59704734519422,-126.45850680779073,54.740777133192786
-130.25161479203,54.6351805107461,ab89b42c,-130.3234796860293,54.56331561674682,-130.17974989803074,54.70704540474539
-129.925849100331,54.7645116410407,5da921a7,-129.99771399433027,54.692646747041415,-129.85398420633172,54.83637653503998
-129.820895621655,55.0824774406091,25eb3663,-129.8927605156543,55.01061254660981,-129.74903072765574,55.15434233460838
-129.479942468215,53.5624769375425,8740d459,-129.55180736221428,53.490612043543216,-129.40807757421572,53.63434183154178
-129.3722832736,53.0569003164727,850e21eb,-129.44414816759928,52.985035422473416,-129.30041837960073,53.12876521047198
-127.167633317441,53.0992751294449,4c74aa04,-127.23949821144028,53.027410235445615,-127.09576842344173,53.17114002344418
-126.321092419822,51.8164359717612,3d2c671f,-126.39295731382127,51.74457107776192,-126.24922752582272,51.888300865760485
-130.13040509858,54.1290131774952,173650f5,-130.2022699925793,54.05714828349592,-130.05854020458074,54.200878071494486
-127.705912347158,50.2138767528978,7d177875,-127.77777724115728,50.14201185889851,-127.63404745315873,50.28574164689708
-123.019655219233,67.0575456130278,ffa8f6f4,-123.09152011323228,66.98568071902852,-122.94779032523373,67.12941050702707
-122.222040778828,66.9604297108405,ab9b24fd,-122.29390567282728,66.88856481684122,-122.15017588482873,67.03229460483978
-123.185365617713,65.7117381172313,08096648,-123.25723051171228,65.63987322323203,-123.11350072371373,65.78360301123058
-125.489751913269,65.978022970423,465d202f,-125.56161680726828,65.90615807642372,-125.41788701926973,66.04988786442227
-123.495371217204,66.4317604071228,8b42fb52,-123.56723611120327,66.35989551312352,-123.42350632320472,66.50362530112207
-125.314594967014,68.1555536261409,40badb5c,-125.38645986101328,68.08368873214162,-125.24273007301473,68.22741852014018
-122.240337726639,67.476708639985,fb5e3737,-122.31220262063827,67.40484374598573,-122.16847283263972,67.54857353398428
-123.539650061149,66.9480609338527,120c7c4b,-123.61151495514828,66.87619603985343,-123.46778516714973,67.01992582785198
-124.280981808511,66.5226881716698,097b0810,-124.35284670251028,66.45082327767052,-124.20911691451172,66.59455306566907
-124.166587336374,65.4899928107835,41cff16f,-124.23845223037327,65.41812791678423,-124.09472244237472,65.56185770478278
-124.222643962768,66.0064416135998,09b97e62,-124.29450885676728,65.93457671960053,-124.15077906876873,66.07830650759908
-125.448565960602,67.3250651298828,2f398bbd,-125.52043085460127,67.25320023588353,-125.37670106660272,67.39693002388208
-123.897926809817,65.2876966851912,84b0ef05,-123.96979170381627,65.21583179119192,-123.82606191581772,65.35956157919047
-125.170895428767,68.9849601735765,4a778b59,-125.24276032276627,68.91309527957722,-125.09903053476772,69.05682506757577
-125.691019599209,65.6616689639301,e221dbb4,-125.76288449320828,65.58980406993082,-125.61915470520972,65.73353385792937
-124.855388743018,66.9250064958221,47840834,-124.92725363701727,66.85314160182283,-124.78352384901872,66.99687138982138
-123.823408282067,67.1507190959063,133dbfc8,-123.89527317606628,67.07885420190702,-123.75154338806773,67.22258398990557
-123.054970161341,67.5736382794314,f6755527,-123.12683505534028,67.50177338543213,-122.98310526734173,67.64550317343068
-125.847586886844,68.0389364763045,aa29ec75,-125.91945178084327,67.96707158230522,-125.77572199284472,68.11080137030378
-125.752450258489,67.5242087809324,8abd929c,-125.82431515248828,67.45234388693312,-125.68058536448973,67.59607367493167
-124.232907039511,68.3836676929075,1f6a69d5,-124.30477193351028,68.31180279890822,-124.16104214551173,68.45553258690677
-124.000569563115,66.3207186170437,0674b486,-124.07243445711427,66.24885372304442,-123.92870466911572,66.39258351104297
-121.965960379744,67.2714365254135,3e984050,-122.03782527374328,67.19957163141423,-121.89409548574473,67.34330141941278
