longitude,latitude,id
-137.301754460306,65.945155199468,19e05b9b
-137.062130153,67.2486641684046,51f3fb42
-136.503399140369,65.919891152985,b833ca60
-139.530887099343,67.9548740778737,1acb778e
-140.436986959364,67.3117702031609,c8781100
-140.812779137733,68.4566587861401,7fb3802a
-139.115535471433,67.7854383801636,72736992
-137.675372039251,66.1193544383314,76de964e
-138.747392883136,67.2888707932363,a50487e5
-138.050215761823,69.0713439043248,6290bb98
-139.39852040322,69.257773595414,5c13b150
-138.302216495102,67.4434425507406,d7621fa8
-139.078339600647,68.1114065494216,b2576abb
-139.466560422918,68.6066693819568,7dfca14c
-138.005354882812,66.6188420151417,b7d5e51b
-139.561751612012,67.6287486275589,f12f2375
-137.904072948639,67.270926554949,5428684e
-138.348633930692,67.1174030421387,043cbb67
-140.002212373467,67.4708514340653,a59ae65c
-137.124382161423,66.922965714181,384a8093
-136.63383996683,65.2681522268926,ebf5eeaa
-138.480828253974,66.1385879781298,8799bdf2
-137.727269054231,65.793126584301,1ed221e7
-137.185029983426,66.5971398891867,9e70ec40
-136.871245578209,66.095993411268,56f4d747
-140.86614492375,67.1515279800483,a6a4226e
-137.453951183581,67.4232076054759,c76a7091
-138.974339788975,65.3301089151432,dc9ebffc
-139.96259713791,62.4001494633522,e8ad6a4d
-139.008949520514,65.0033799724865,cd666381
-131.367516007588,66.6509142288549,440576ed
-133.758728539115,68.2704561060695,e3d7b572
-133.221850632564,66.1020972733274,d25757ed
-131.515942011196,68.3144943875595,72a87fff
-133.56932149383,66.2856851350116,01704d5c
-133.645903328584,68.5938465946898,c0363089
-132.516811728453,68.0422771485862,200bfaf8
-130.891392436699,66.784636714961,e13664bf
-131.835289131215,69.6526865274478,1f7fa96b
-133.410565833972,69.2398963670558,2795e2b9
-135.510411162912,68.3440136331318,7bf738fd
-132.883119183882,67.0730532337418,c6e53285
-132.088346018924,65.8698965489508,ce41d57d
-132.887310161796,68.227003068208,3b56e3b1
-133.819188296209,66.7926651764451,05d7fae6
-133.353783964388,66.9335442343111,ce6dc527
-132.99007722105,65.5939579744459,ace0a19e
-133.241763798053,67.2572129515825,b4596db2
-133.605803117547,67.4405414012198,e4bdcc2a
-130.975231594739,65.629540848083,aa303bf1
-134.547455078113,67.1560927304238,7fd802b2
-133.143199599254,68.7338521290435,c1b622ef
-131.00683610456,68.4483409719668,874a211b
-132.281286501462,67.5340498612351,8a014984
-133.462933759695,66.6096969491647,fadf7a55
-131.575802792051,67.1608925298669,55f00f1b
-132.64925781283,66.5648022590587,29fbd766
-134.428711623898,68.957071051503,6736b5ca
-133.494810806292,67.7641961749669,9049e549
-131.598306451502,69.1448152300354,6a645ff9
-134.180664804638,66.9748035139435,8e63130c
-133.673050125436,65.9615225653036,0cf8e5ab
-131.43919718054,67.4831262327154,0fb6c4cf
-131.882811896707,68.5013005448655,4b2d23e8
-131.297187960772,69.7871191187089,149fc260
-131.430095644765,65.4954896686621,8d6ba79e
-131.965038940461,66.1929246871851,2431da79
-132.181628682727,66.7023164286067,592e293b
-130.91402346617,69.5994782608725,a6c7d474
-131.167484792373,66.140444267895,27000ea5
-132.529772545743,66.8880814550337,8021abf9
-132.387995593225,68.3648974956757,1f894125
-133.019346609492,69.0565842511404,28e53ad8
-134.997473260901,65.53205788888,17cf9086
-130.947133718634,67.6169202104553,7426f094
-134.079354283683,67.2990014344432,259b3e8f
-132.676752105905,60.7840376504413,caa2ff24
-134.739588003208,63.545467363198,fbf5e5a3
-133.660282826459,62.1682075524042,8a103e2d
-132.961259831694,60.9688257186752,e7f0a768
-135.395241250774,63.905452828532,b3038eb2
-131.588784436375,62.0268140115361,66c4981a
-132.455201307107,63.7433482027476,6b78321b
-133.60139189024,63.6489661944476,8d7226a0
-135.469313771801,63.5799579438641,4cc8fc35
-131.020344362756,61.6504855446932,26c42712
-133.186936883049,63.7894931824413,06a3de88
-132.468690252844,62.5868183406985,cad32880
-134.27194654877,62.5330591260199,15ba22ce
-133.053652660352,60.6452325416341,6db1c6f2
-132.571506133305,62.2632550699552,677a5d1a
-131.302785534238,61.8389399785259,a30e99f6
-132.492710118625,60.2755898796987,80ba7f4e
-134.011729692706,63.5072517023293,a3737823
-132.277074905813,62.0774542160854,284bce93
-131.912833539843,61.0583759003057,f9dc07f7
-132.314498742254,59.7671408386731,2cf734ef
-131.84323513225,60.2262105691814,ceeba576
-131.304603230766,57.8685107847911,a806dd7a
-131.513163362979,59.2076894751012,80bcf2fb
-131.146488727259,59.3417922286272,e7fd1a41
-132.21714271631,60.0899131299706,4709241c
-132.388092320868,54.0240300173655,ae53b7e8
-132.698720859847,53.8877668640377,6f06bf4c
-131.931180307596,53.6560951418508,922a859b
-126.06134038399,67.7227408523448,f891e594
-128.339384066302,69.9235556651303,a35e01f7
-127.883693554738,65.376216762731,10ad5dae
-127.353273680577,66.3326659041637,92ee8fa6
-129.267529526314,66.664670464512,ad2c8a10
-125.977335607163,65.8606708618379,57ea83b4
-129.766253606641,67.368530998282,ccf4d093
-130.449639837361,67.7492256177276,fb1686cb
-130.373298457382,66.0839289169382,c84ecab8
-126.37534611861,67.9206450238042,6e039c62
-129.946687024562,67.8800181041604,14e0abd8
-129.267539345419,67.4973398360736,b677049c
-130.537299361793,69.4109770370193,1b5bb901
-129.267520335072,65.8313797988925,28e43987
-129.432483799081,67.1770847736175,6b183bd4
-129.444430752669,68.8405237658728,a2f89628
-129.092143379565,68.648791152782,921d03b2
-130.854682339545,68.7695290224732,5cd989ce
-128.946782384947,66.47209823573,302382a7
-129.61644685404,68.5206725095131,a93babcd
-128.956952769523,65.638701096439,1c70a714
-126.485776389263,68.4347167433431,45b47ed9
-126.268054940313,66.0591119776359,88eb9693
-128.562048650878,68.775291775569,e49b44f0
-125.887490349797,65.345001376872,e06a5c5a
-127.773921353546,70.0474224305909,018e81ca
-127.288789627622,67.1652161061297,f21bf478
-129.902593569017,66.2147594269925,955ab095
-128.935922701628,67.3049172797324,a3cb8c7a
-130.698230995218,69.0904136015079,1a928975
-126.936814978808,69.1448235551869,8f748287
-129.593203411255,66.8565584170598,c3956aa0
-129.749856474558,66.5357777686201,41781d22
-127.349195140918,68.5104210303287,3f24c514
-129.604425044054,67.6890461368841,fbdcf1ea
-126.781673125395,67.2864822251718,80ccb007
-130.331664557043,68.9013020813982,5723a7f8
-127.278325344243,69.3406199888439,54ae7cf1
-127.971647409411,66.7235269031241,e302c870
-130.752508823127,69.9199223562582,72e8b001
-128.110021095159,67.2371344970869,4a8409d1
-126.670231839873,66.7718901781845,3d8a20ea
-125.946926148047,68.5532471647832,cb266b6e
-128.911834759396,68.9680452788097,bf6c3f22
-128.349324663384,65.2514451128185,4d9aab85
-129.643259635115,70.180525276103,b9debe91
-127.167542418544,66.650921754806,0d64abe8
-130.105270621287,67.5592506661269,7c84dfb4
-130.491903160576,68.5806453737545,e5b38c69
-126.47246019904,67.0891972368879,1572d847
-127.019156937875,68.3145024294509,5d6b25eb
-130.515726616618,65.7622245599242,cda4258f
-126.897877744713,67.8007034927378,c3fd0d04
-129.451076346838,69.6706318591879,0b15aca3
-126.171847191162,65.5436753338719,09a041d1
-126.813016437942,68.6316141293834,de8d0c19
-130.051558020178,65.8935196066298,21e82c57
-127.476794861741,66.846969212663,b30336f2
-126.5811651946,67.6037483036932,e21b6d46
-127.684815293834,68.7056424394127,4edeb3cb
-126.684459597692,61.8937205159942,6b818fbf
-127.588479900484,65.180772481187,fc7f2c25
-128.494357386292,60.2498192799318,a859b121
-129.78499232757,60.3792053929641,b0e94dda
-129.138351688219,60.3161341396176,dfd62327
-130.169421377466,60.2489730125469,c967bcbd
-129.13485809143,61.1490649330324,08de0b63
-126.754247242623,61.0609833241046,c429e7d2
-127.297558208372,64.9847447093682,1be3f11b
-130.344053425244,61.5935167752102,8957138c
-129.267481979574,61.6619743390665,b532d9e5
-129.943238585305,61.724387508483,a0c0df59
-128.071544802543,61.2078056020211,bac5df1b
-130.434161183701,60.4390128245756,30412c04
-126.831755337056,65.1062933559067,29fa8892
-127.956447406071,57.6871527325399,a00f29f9
-128.37990040012,59.7368152976008,fa52280e
-130.595884988805,58.1339963655192,74a3284b
-127.23675107234,55.764620071594,5c9c377f
-128.133139414184,59.5428005061025,13c62c8f
-128.402313418035,58.9051965799462,4a1491ce
-127.670815998601,56.1534430913634,013e6f89
-130.348247793947,57.9448625460791,ae88ac44
-129.990754306396,58.0752865116228,4d348a0d
-129.771654412652,59.5469188095265,f3324846
-128.703184889364,55.7814817505162,3d962d18
-128.262532159708,55.3969513822538,b4f87304
-128.481682561111,55.5893925411458,282cab1f
-128.819999727296,55.4641226166441,89dfcf33
-127.889328662701,59.3483499111203,1324fe61
-129.649397387405,59.8673896029393,f576f222
-126.578290217187,52.5172547234911,526759ac
-126.054448386353,55.1008448960581,f71dfa4e
-130.449943553462,53.9992882685653,311ca8be
-128.739687973729,53.308423501444,1a750086
-127.532989357106,54.3087338843887,3d0d120e
-127.12160919355,53.9210781333201,bb2a447b
-126.014029347528,50.6119195227933,5ce0914a
-130.328121221824,53.4941582204007,f1d61168
-127.245868168752,53.6068529517438,98c6936c
-127.091444555783,52.5923518074649,749d1145
-129.597792583,54.8929105800829,e1a637eb
-128.438204466803,52.6117246976684,b3910a7b
-129.694590747586,53.7516656533453,67915b1c
-127.922257171532,52.5432551424453,d507d2bf
-126.129509459781,52.9470435962667,98f5de23
-128.123576875838,52.7349844407696,ad73bf4b
-126.193537925607,53.4551118363999,e001191c
-128.949196757043,53.4989597815957,a5d66839
-126.53037170179,54.6689122391935,c1c4e54f
-130.25161479203,54.6351805107461,ab89b42c
-129.925849100331,54.7645116410407,5da921a7
-129.820895621655,55.0824774406091,25eb3663
-129.479942468215,53.5624769375425,8740d459
-129.3722832736,53.0569003164727,850e21eb
-127.167633317441,53.0992751294449,4c74aa04
-126.321092419822,51.8164359717612,3d2c671f
-130.13040509858,54.1290131774952,173650f5
-127.705912347158,50.2138767528978,7d177875
-123.019655219233,67.0575456130278,ffa8f6f4
-122.222040778828,66.9604297108405,ab9b24fd
-123.185365617713,65.7117381172313,08096648
-125.489751913269,65.978022970423,465d202f
-123.495371217204,66.4317604071228,8b42fb52
-125.314594967014,68.1555536261409,40badb5c
-122.240337726639,67.476708639985,fb5e3737
-123.539650061149,66.9480609338527,120c7c4b
-124.280981808511,66.5226881716698,097b0810
-124.166587336374,65.4899928107835,41cff16f
-124.222643962768,66.0064416135998,09b97e62
-125.448565960602,67.3250651298828,2f398bbd
-123.897926809817,65.2876966851912,84b0ef05
-125.170895428767,68.9849601735765,4a778b59
-125.691019599209,65.6616689639301,e221dbb4
-124.855388743018,66.9250064958221,47840834
-123.823408282067,67.1507190959063,133dbfc8
-123.054970161341,67.5736382794314,f6755527
-125.847586886844,68.0389364763045,aa29ec75
-125.752450258489,67.5242087809324,8abd929c
-124.232907039511,68.3836676929075,1f6a69d5
-124.000569563115,66.3207186170437,0674b486
-121.965960379744,67.2714365254135,3e984050
-122.953256602867,66.0245638838208,c91ec5d9
-122.6885582242,65.8202332056987,f496abf1
-125.536400409059,67.8400879448779,001fe4c5
-120.894083895637,67.4784105783948,4ee31af9
-121.696129614638,67.065667844904,4c995aed
-124.565889119684,66.7241223127807,7518e190
-122.495088083623,67.1653447590134,df538724
-124.926318524697,65.5777234038192,1f767d31
-123.300390142017,67.2610817659225,5bd7bd1e
-122.471802919047,66.6489327229393,ccd55edc
-123.585801107931,67.4640852719633,d9890b62
-120.930255789163,65.4117446286118,b580cd1e
-125.006341962117,67.9557657811445,51f31e2e
-123.334871056564,64.3647053146456,361f6527
-125.059454711841,64.7457851074859,99647992
-122.140863562682,64.3759298875811,721acb4e
-121.206738835405,60.4485532762937,de586d1a
-120.981602138818,61.791584555522,be29fe1b
-123.590292540658,64.5680604256227,1731eefb
-122.568553539761,63.2348616566244,9a790f42
-121.647793221037,62.9294251020278,4e79e6d4
-122.687579587561,60.8550828479235,bd74a39d
-121.421495871527,63.240046051746,6bde72c4
-122.590791820299,63.7520192980142,135f3916
-123.051630907012,63.6438328808193,48b48b42
-122.733395157507,61.8884834082648,6924fda4
-123.296914664652,60.4340293718993,7420f81f
-122.112506430188,63.3414958382915,75f147c0
-124.857621792897,65.0614411738593,9b0446e4
-121.670103959988,64.9983316338297,c61eb94b
-122.547102948563,62.7177447624366,9536cb0b
-122.349919019335,63.5469565232233,8e5b06a3
-124.112680771692,64.9733866957348,6f7768b5
-122.891958115058,64.9908227685394,8aefde09
-120.961189820996,63.3429543497776,cc32eb1c
-122.267014423733,60.9620340936824,b5699ef5
-122.07362172421,61.7902019251975,fec594fc
-122.613861983173,64.2691770481998,d81cbcd0
-121.843548516263,61.0676331391365,20980699
-121.204219613384,60.9651055809659,46ac7765
-122.155856170042,64.8930962580719,4f44d8e1
-121.418210966455,61.6887075653007,b810fc33
-124.322478875923,64.6587416349495,30c84e65
-121.190245494801,63.5503118281101,c3300943
-123.1159598689,64.6779420394518,257e84cb
-122.884086208178,60.542910145831,7d7ce25e
-121.183915424725,64.5848071903629,f26b6ab6
-123.556331435069,61.1535151042957,69ed5fc2
-123.849536563257,64.7709584148401,6b259bf2
-121.653066920967,63.4466515131743,347855cc
-121.198919861114,61.9988136120062,0f251d72
-125.331376153854,64.9460424880948,f9c5a7ca
-123.633323237443,65.0849142256162,1d2df5be
-121.878486498915,63.1356483886024,86bfc60e
-123.16521933444,61.7799459726484,d6f35f0d
-120.946303761699,64.3774431507734,21e49c36
-121.417189678091,61.1718652839748,09564f82
-121.180567245175,65.1019810510833,531b8106
-121.869289437348,62.6184694910064,612de463
-121.193240503386,63.0330729138651,55160f0d
-122.298456762102,61.9956337705079,6445efc7
-122.368347135559,64.0641526191826,48d98743
-121.637790947297,61.8952141872336,bd5af561
-123.083196243356,64.1609054110266,833b505e
-124.727861175334,64.0285247283572,f7adaee2
-122.710099572992,61.3716930300021,78023ad2
-123.105237315945,60.746794112446,3da65b0c
-122.665797106842,60.3386904079582,c6206d44
-123.470436336877,63.0172252465691,fcfa4fb4
-122.835193973487,63.9566727936261,90966d1b
-121.422671286393,63.7572991420633,f76b2552
-123.329301634054,60.9503324449851,dcf444ac
-122.0990840229,62.8243102748693,ffae82ba
-125.256649597053,64.4298333775847,052496e3
-122.252068246129,60.4455336232697,40d8abd2
-122.506403176634,61.6837921860354,aa5805cf
-123.417801444019,59.0896943353749,db0bbe54
-121.216038723308,58.3852090631272,59c2dd42
-121.414322074518,59.6226788709651,bc88459b
-122.415876708428,59.1023349897507,2c482f00
-121.81300193542,59.0028978195098,38440f19
-122.223602586916,59.4133162024772,f2e5d926
-121.409341008848,56.5335581048357,44af0f12
-122.859331144125,60.0267046952998,ee51580d
-123.265574105384,59.9179697819591,6b1fa32f
-121.000014769229,60.2415886795387,53cefacf
-121.220271287622,57.3557493641513,dd9d2246
-121.82777972477,60.0347073383807,1fe9bf0f
-121.01670783655,58.6939733555973,d6313257
-121.411717374803,58.0762636853621,389d1b5f
-121.041315376207,56.1224840167719,5dc612d5
-122.604529413669,58.7911855906896,b6263601
-122.006745781,58.6927236906832,c269d914
-122.45031985505,60.1341445895732,d5846b3b
-122.789658832987,58.4798842391411,a5aa9736
