aet,def,pdsi,pet,pr,soil,srad,tmmn,tmmx,vap,vpd,date,id,lat,lon
0,0,-332,0,25,254,188,-242,-143,159,0,2015-01-01,08b16509,59.2203197951869,-112.735325620906
0,0,-281,0,19,254,529,-267,-150,113,2,2015-02-01,08b16509,59.2203197951869,-112.735325620906
0,0,-233,0,20,254,1240,-171,-22,234,11,2015-03-01,08b16509,59.2203197951869,-112.735325620906
148,0,-261,318,7,530,2210,-61,82,341,40,2015-04-01,08b16509,59.2203197951869,-112.735325620906
897,376,-436,1273,4,195,2899,11,170,469,84,2015-05-01,08b16509,59.2203197951869,-112.735325620906
435,994,-463,1429,39,135,2825,80,230,968,98,2015-06-01,08b16509,59.2203197951869,-112.735325620906
863,232,-314,1095,88,105,2140,102,227,1323,68,2015-07-01,08b16509,59.2203197951869,-112.735325620906
446,469,-305,915,45,86,1792,88,213,1208,63,2015-08-01,08b16509,59.2203197951869,-112.735325620906
290,183,-349,473,29,73,1271,23,143,824,35,2015-09-01,08b16509,59.2203197951869,-112.735325620906
108,0,-289,142,42,342,528,-19,59,563,17,2015-10-01,08b16509,59.2203197951869,-112.735325620906
0,0,-281,0,23,342,265,-118,-38,353,0,2015-11-01,08b16509,59.2203197951869,-112.735325620906
0,0,-263,0,20,342,105,-196,-123,254,0,2015-12-01,08b16509,59.2203197951869,-112.735325620906
0,0,-230,0,20,282,170,-220,-130,169,0,2016-01-01,08b16509,59.2203197951869,-112.735325620906
0,0,-160,0,25,282,515,-211,-97,196,4,2016-02-01,08b16509,59.2203197951869,-112.735325620906
0,0,-130,0,18,282,1078,-143,-23,267,10,2016-03-01,08b16509,59.2203197951869,-112.735325620906
105,0,-130,105,13,435,1780,-61,64,349,27,2016-04-01,08b16509,59.2203197951869,-112.735325620906
1057,0,120,1057,50,530,2296,36,174,626,66,2016-05-01,08b16509,59.2203197951869,-112.735325620906
1158,127,280,1285,99,311,2551,90,227,1018,80,2016-06-01,08b16509,59.2203197951869,-112.735325620906
948,247,330,1195,85,173,2269,114,238,1333,72,2016-07-01,08b16509,59.2203197951869,-112.735325620906
779,201,390,980,77,125,1894,93,217,1198,63,2016-08-01,08b16509,59.2203197951869,-112.735325620906
566,0,430,566,68,201,1111,37,146,806,32,2016-09-01,08b16509,59.2203197951869,-112.735325620906
12,0,490,12,40,241,479,-35,17,494,12,2016-10-01,08b16509,59.2203197951869,-112.735325620906
0,0,470,0,20,241,241,-92,-19,377,1,2016-11-01,08b16509,59.2203197951869,-112.735325620906
0,0,460,0,17,241,124,-247,-161,144,0,2016-12-01,08b16509,59.2203197951869,-112.735325620906
0,0,440,0,22,241,204,-231,-123,149,0,2017-01-01,08b16509,59.2203197951869,-112.735325620906
0,0,400,0,17,241,497,-216,-110,186,2,2017-02-01,08b16509,59.2203197951869,-112.735325620906
0,0,360,0,17,241,1253,-192,-70,237,4,2017-03-01,08b16509,59.2203197951869,-112.735325620906
51,0,280,51,4,319,2208,-66,55,329,35,2017-04-01,08b16509,59.2203197951869,-112.735325620906
1117,0,230,1117,27,530,2491,31,168,576,72,2017-05-01,08b16509,59.2203197951869,-112.735325620906
649,604,130,1253,33,195,2639,80,208,948,84,2017-06-01,08b16509,59.2203197951869,-112.735325620906
1027,241,220,1268,102,135,2433,110,239,1283,86,2017-07-01,08b16509,59.2203197951869,-112.735325620906
316,831,70,1147,30,105,2079,95,236,1138,82,2017-08-01,08b16509,59.2203197951869,-112.735325620906
253,384,-270,637,25,86,1316,44,168,866,45,2017-09-01,08b16509,59.2203197951869,-112.735325620906
121,0,-180,121,47,295,448,-25,47,514,14,2017-10-01,08b16509,59.2203197951869,-112.735325620906
0,0,-110,0,34,295,229,-177,-100,226,3,2017-11-01,08b16509,59.2203197951869,-112.735325620906
0,0,160,0,22,295,131,-227,-118,194,0,2017-12-01,08b16509,59.2203197951869,-112.735325620906
0,0,200,0,29,295,178,-247,-159,139,0,2018-01-01,08b16509,59.2203197951869,-112.735325620906
0,0,140,0,9,295,579,-275,-144,116,3,2018-02-01,08b16509,59.2203197951869,-112.735325620906
0,0,90,0,12,295,1286,-192,-53,187,9,2018-03-01,08b16509,59.2203197951869,-112.735325620906
0,0,130,0,20,295,1930,-100,37,298,26,2018-04-01,08b16509,59.2203197951869,-112.735325620906
1125,0,80,1125,24,530,2491,30,176,586,83,2018-05-01,08b16509,59.2203197951869,-112.735325620906
1029,33,260,1062,102,474,2059,91,216,1107,66,2018-06-01,08b16509,59.2203197951869,-112.735325620906
772,487,180,1259,52,194,2346,107,232,1243,84,2018-07-01,08b16509,59.2203197951869,-112.735325620906
